"idnum","uniq_id","pais","year","wave","nationality","estratopri","strata","upm","prov1t","ur1new","q1tb","q2","wt","weight1500","core_a_core_b","municipio1t","a4","covid2at","idio2","idio2cov","fs2","fs2covidn","covid11n","it1","jc13","jc13covid","jc15a","jccov1","jccov2","vic1ext","aoj11","countfair1","countfair2","countfair3","countfair4","wvsi2","wvsi3","chm1bn","chm2bn","cses6n","b0t","b2","b3","b4","b6","b32","b13","b37","b47a","dst1bn","pr3dnr","pr3enr","drk1c","drk1n","drr1","drr1a","drr1b","m1","ing4","anestg","pn4","exc6","exc2","exc7new","genor4","aojg2n","aojg3n1","mil10a","mil10e","ccch1","ccch3","ccch4","ccch6","ccus1","ccus3","ccus4","ccus6","soc2an1e","soc2an2e","cp4","ciusa1","ciusaid1","ciusa2","renov1","immig1xa","immig1xd","edr","ocup4a","q10newt","q14","q11n","q12c","q12bn","covidedu1_1","covidedu1_2","covidedu1_3","covidedu1_4","covidedu1_5","covidedu2","etid","gi0n","r3","r4","r6","r7","r15","r18n","r18","r16","r27","psc1n","psc1c1","psc1c2_1","psc1c2_2","psc1c2_3","psc1c2_4","psc1c2_5","psc1c2_6","psc1c2_7","psc1c2_8","psc1c2_9","psc1c2_10","psc1c2_11","psc1c2_12","psc1c2_13","psc1c2_14","psc1c2_15","psc1c2_16","psc1c2_17","psc1c2_18","psc1c2_19","psc1c2_77","psc1c3","psc1t1_1","psc1t1_2","psc1t1_3","psc1t1_4","psc1t1_5","psc1t1_6","psc1t1_77","psc1c4","psc1t2_1","psc1t2_2","psc1t2_3","psc1t2_4","psc1t2_5","psc1t2_6","psc1t2_7","psc1t2_8","psc1t2_9","psc1t2_10","psc1t2_11","psc1t2_12","psc1t2_13","psc1t2_14","psc1t2_15","psc1t2_16","psc1t2_17","psc1t2_18","psc1t2_19","psc1t2_77","psc1t3","psc1t4","psc2n","psc2r1","psc2r2_1","psc2r2_2","psc2r2_3","psc2r2_4","psc2r2_5","psc2r2_6","psc2r2_7","psc2r2_8","psc2r2_9","psc2r2_10","psc2r2_11","psc2r2_12","psc2r2_13","psc2r2_14","psc2r2_15","psc2r2_16","psc2r2_17","psc2r2_18","psc2r2_19","psc2r2_99","psc2r2_77","psc2c1","psc2c2_1","psc2c2_2","psc2c2_3","psc2c2_4","psc2c2_5","psc2c2_6","psc2c2_7","psc2c2_8","psc2c2_9","psc2c2_10","psc2c2_11","psc2c2_12","psc2c2_13","psc2c2_14","psc2c2_15","psc2c2_16","psc2c2_17","psc2c2_18","psc2c2_19","psc2c2_77","psc2f1","psc2f2_1","psc2f2_2","psc2f2_3","psc2f2_4","psc2f2_5","psc2f2_6","psc2f2_7","psc2f2_8","psc2f2_9","psc2f2_10","psc2f2_11","psc2f2_12","psc2f2_13","psc2f2_14","psc2f2_15","psc2f2_16","psc2f2_17","psc2f2_18","psc2f2_19","psc2f2_77","psc2f3","psc2f4_1","psc2f4_2","psc2f4_3","psc2f4_77","psc7n","psc8n","psc9n","psc14","psc12n","psc11n","psc11an","psc15","psc16","psc13n_1","psc13n_2","psc13n_3","psc13n_4","psc13n_5","psc13n_7","psc13n_11","psc13n_12","psc13n_13","psc13n_77","conocim","idiomaq","formatq","sexi","srvyrid","fecha"
338586,21090338586,9,2021,2021,9,902,900002021,90110721,900012,4,1,28,1.46310222148895,0.730333864688873,"Core A",900114,70,3,2,NA,0,NA,1,2,NA,1,1,NA,1,NA,NA,NA,2,NA,NA,1,NA,NA,2,2,3,6,4,5,5,2,NA,NA,3,2,3,4,3,3,1,NA,2,NA,6,3,3,1,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,1,2,2,2,NA,NA,1,1,2,8,1,1,NA,3,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,0,1,1,0,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,6,1,29,2021-06-11
307000,21090307000,9,2021,2021,9,902,900002021,90083421,900011,3,1,19,1.29246211051941,0.645155787467957,"Core B",900105,1,3,3,1,0,NA,2,1,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,2,3,NA,NA,NA,NA,NA,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,0,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,NA,NA,NA,NA,NA,NA,NA,2,4,95,NA,1,6,1,0,0,1,0,0,2,3,2,1,0,0,0,1,1,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,NA,1,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,5,2,4,1,2,NA,NA,1,1,0,0,0,0,0,0,0,0,0,1,1,6,1,29,2021-06-09
57263,21090057263,9,2021,2021,9,901,900002021,90514321,900010,1,1,29,0.577664971351624,0.288351893424988,"Core A",900087,13,3,2,NA,0,NA,1,1,2,NA,2,NA,2,NA,NA,2,3,NA,NA,NA,2,NA,2,4,2,2,1,1,1,6,NA,NA,4,2,2,2,3,4,1,2020,1,2,6,2,3,0,NA,NA,NA,NA,NA,4,2,1,3,3,3,NA,NA,NA,NA,NA,NA,2,2,2,8,1,4,NA,3,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,1,0,0,1,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,6,1,29,2021-06-29
181859,21090181859,9,2021,2021,9,902,900002021,90106621,900019,1,2,29,0.509073317050934,0.254113137722015,"Core B",900191,3,3,3,1,0,NA,1,3,NA,NA,NA,NA,NA,1,4,NA,NA,NA,NA,NA,NA,NA,NA,2,6,NA,NA,NA,NA,NA,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,NA,NA,0,4,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,5,NA,NA,NA,NA,NA,NA,NA,3,1,94,NA,2,5,3,0,0,1,0,0,1,2,1,1,1,1,1,1,1,1,1,1,11,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,20,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,24,1,3,1,1,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,1,1,6,1,29,2021-06-11
244823,21090244823,9,2021,2021,9,901,900002021,90284221,900014,3,2,24,0.710206747055054,0.354512512683868,"Core A",900139,21,1,3,1,0,NA,2,2,NA,1,2,1,NA,NA,NA,NA,NA,1,2,NA,1,NA,2,3,3,6,5,4,4,4,NA,NA,5,3,3,4,4,4,1,2016,1,1,6,1,3,0,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,1,1,2,9,2,NA,5,2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,6,1,29,2021-06-19
347354,21090347354,9,2021,2021,9,902,900002021,90224521,900011,NA,2,23,0.509073317050934,0.254113137722015,"Core B",900104,1,3,2,NA,1,1,2,2,NA,NA,NA,NA,NA,2,4,NA,NA,NA,NA,NA,NA,NA,NA,2,5,NA,NA,NA,NA,NA,3,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,NA,NA,0,4,3,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,6,NA,NA,NA,NA,NA,NA,NA,3,4,NA,NA,1,3,1,0,0,1,0,0,2,2,1,1,0,1,0,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,1,3,1,1,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,2,1,6,1,29,2021-06-16
236113,21090236113,9,2021,2021,9,NA,900002021,90458121,NA,2,1,33,0.698876559734344,0.348856866359711,"Core B",NA,3,3,3,1,1,2,1,2,NA,NA,NA,NA,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA,NA,NA,NA,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,NA,NA,0,4,4,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,3,7,94,NA,1,NA,0,NA,NA,NA,NA,NA,NA,2,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,977777,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,10,1,77,1,1,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,1,1,6,1,29,2021-06-28
146325,21090146325,9,2021,2021,9,901,900002021,90386821,900014,4,2,38,0.660057187080383,0.329479455947876,"Core A",900151,71,1,3,1,1,1,2,1,NA,NA,2,1,NA,NA,NA,NA,1,NA,NA,NA,2,1,NA,4,1,5,5,7,6,7,NA,NA,5,2,4,2,4,2,2,NA,NA,2,7,3,2,0,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,1,1,1,9,4,NA,4,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,0,1,0,0,0,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,6,1,29,2021-06-23
232743,21090232743,9,2021,2021,9,901,900002021,90096421,900013,1,2,45,1.27596545219421,0.636921167373657,"Core A",900131,3,1,3,1,1,1,2,1,2,NA,2,1,NA,NA,NA,NA,NA,3,1,NA,1,NA,2,4,1,3,5,7,5,2,NA,NA,4,1,2,4,4,3,1,NA,1,2,3,3,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,1,NA,NA,1,1,1,10,2,4,NA,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,1,0,1,0,0,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,6,1,29,2021-06-10
283224,21090283224,9,2021,2021,9,903,900002021,90795821,900017,1,1,20,1.00192928314209,0.500131070613861,"Core A",900179,NA,2,3,NA,0,NA,2,3,2,NA,2,2,NA,NA,NA,NA,NA,1,2,2,NA,1,NA,3,4,3,5,3,6,1,NA,NA,1,2,4,3,4,4,2,NA,NA,2,4,3,3,0,NA,NA,NA,NA,NA,3,3,1,1,3,2,NA,NA,NA,NA,NA,NA,1,2,2,3,1,NA,3,2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,1,1,0,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,6,1,29,2021-07-14
189029,21090189029,9,2021,2021,9,902,900002021,90421921,900001,2,2,32,0.865514874458313,0.432037383317947,"Core A",900003,1,2,2,NA,1,1,1,4,2,NA,2,NA,1,NA,NA,2,1,NA,NA,NA,2,2,NA,2,4,5,3,5,6,3,NA,NA,3,2,1,1,3,3,1,NA,3,2,5,2,3,0,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,1,1,3,1,NA,NA,1,2,2,3,4,2,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,1,0,1,0,0,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,6,1,29,2021-06-25
220108,21090220108,9,2021,2021,9,902,900002021,90163321,900012,3,2,50,1.67313849925995,0.835177302360535,"Core A",900109,3,1,3,1,0,NA,2,3,NA,NA,2,1,NA,NA,NA,NA,NA,2,2,2,NA,NA,2,4,3,5,7,7,6,4,NA,NA,7,2,3,3,3,3,2,NA,NA,3,6,3,2,0,NA,NA,NA,NA,NA,2,3,NA,NA,NA,NA,3,1,2,1,NA,NA,2,2,2,8,4,NA,2,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,0,0,1,1,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,6,1,29,2021-06-14
62237,21090062237,9,2021,2021,9,902,900002021,90159121,900005,3,2,19,0.509073317050934,0.254113137722015,"Core A",900039,71,1,3,1,1,1,2,2,NA,1,1,1,NA,NA,NA,2,2,NA,NA,2,NA,2,NA,2,3,7,7,5,7,5,NA,NA,7,1,3,1,3,4,2,NA,NA,2,5,2,2,0,NA,NA,NA,NA,NA,NA,NA,2,3,2,3,NA,NA,NA,NA,NA,NA,2,2,1,9,2,2,NA,3,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,6,1,29,2021-06-14
74220,21090074220,9,2021,2021,9,901,900002021,90368021,900010,3,1,22,1.02058506011963,0.509443461894989,"Core A",900085,1,3,3,1,0,NA,2,2,2,NA,2,NA,2,NA,NA,2,1,NA,NA,2,NA,NA,2,3,1,3,3,4,4,3,NA,NA,3,3,1,1,4,3,2,NA,NA,3,4,2,3,0,NA,NA,NA,NA,NA,NA,2,3,3,2,3,NA,NA,NA,NA,NA,NA,2,2,2,9,5,NA,3,2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,0,1,0,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,6,1,29,2021-06-23
247671,21090247671,9,2021,2021,9,901,900002021,90630621,900014,2,1,19,0.577664971351624,0.288351893424988,"Core B",900145,1,1,3,1,0,NA,1,2,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,3,5,NA,NA,NA,NA,NA,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,NA,NA,0,4,4,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,7,NA,NA,NA,NA,NA,NA,NA,3,4,NA,NA,1,3,0,NA,NA,NA,NA,NA,NA,2,2,1,0,1,1,1,1,1,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,24,1,5,1,1,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,1,1,6,1,29,2021-07-04
247496,21090247496,9,2021,2021,9,902,900002021,90004821,900019,4,2,44,0.417946040630341,0.208625316619873,"Core B",900191,4,1,2,NA,0,NA,2,3,NA,NA,NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,NA,NA,4,3,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,NA,NA,0,5,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,6,NA,NA,NA,NA,NA,NA,NA,2,1,94,NA,6,2,0,NA,NA,NA,NA,NA,NA,2,1,1,0,0,0,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,977777,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,24,2,3,1,1,NA,7,NA,1,0,0,0,0,0,0,0,0,0,3,1,6,1,29,2021-06-04
289541,21090289541,9,2021,2021,9,901,900002021,90406921,900014,1,2,22,0.710206747055054,0.354512512683868,"Core A",900145,71,1,2,NA,1,1,1,4,NA,1,1,NA,1,NA,NA,NA,NA,2,3,NA,2,2,NA,1,1,7,7,5,7,7,NA,NA,1,1,4,4,3,1,1,2016,2,2,7,1,1,0,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,1,3,3,3,NA,NA,2,2,1,3,4,4,NA,2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,0,1,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,6,1,29,2021-06-24
